,Title,Hoax
6484,"Safari Politik Surya Paloh, dari Jokowi ke Golkar",0
3652,"Partai Demokrat: Menaikkan Harga BBM, Jokowi Mengikis Harapan Rakyat",0
1105,Menkumham Berikan Paspor untuk WNI Keturunan di Filipina,0
2068,Ace Hasan: Ada Keinginan Kuat Jadikan Kader Golkar Berkuasa di Republik Ini,0
2361,"Jokowi Makan Siang Bareng 7 Ketua Umum Partai, Bahas Konsolidasi Politik",0
5815,"Survei Indikator: Elektabilitas Ganjar dan Prabowo Meningkat, Anies Menurun",0
1336,"Demo 11 April: BEM SI Kerahkan 1.000 Mahasiwa, BEM Nusantara Terserah Anggotanya",0
2189,Cerita Eks Napi Terorisme Ikut Deklarasi Anies Baswedan Capres 2024,0
5983,"Sebut Peristiwa 1965 Bukan Kasus PKI, Mahfud Md: Jangan Menuduh Menghidupkan Komunis",0
5875,Politikus Nasdem Bilang Partainya Sudah Siap Kadernya Kena Reshuffle,0
3737,"Demo Tolak Kenaikan BBM, Massa Buruh Tiba di Gedung DPR",0
5627,"Di Rapimda Sumut, Sekjen Golkar Tegaskan Target Pemilu 2024: Menang",0
2246,"Presiden Jokowi Gelar Silaturahmi dengan 7 Tim Relawan, Tak Ada Projo",0
5148,"Jokowi Disuntik Booster Indovac, Vaksin Covid-19 Buatan Dalam Negeri",0
4503,Koalisi Indonesia Bersatu Paparkan Visi dan Misi Malam Ini,0
6321,Sandiaga Uno Kunjungi Pondok di Semarang Didampingi Pengurus PPP,0
1171,"Dukung Jokowi 3 Periode, Asosiasi Kepala Desa: Pembina Kami Pak Luhut",0
3274,"Kunker ke Kalimantan Barat, Presiden Jokowi Resmikan Terminal Kijing",0
6373,"Hengkang dari PSI Michael Victor Sianipar Berlabuh ke Perindo, Rian Ernest dan Lainnya ke Mana?",0
2001,Sandiaga Uno Kutip Ojo Kesusu Jokowi soal Tawaran Masuk PKS,0
1422,Wakil Ketua MPR Yakin Konstitusi Batal Diamandemen,0
2686,"Elektabilitas Anies Baswedan Meningkat, NasDem: Kami Cari Primus Inter Pares",0
5848,"Elektabilitas Anies Baswedan Turun Akibat Kenaikan Kepuasan Terhadap Jokowi, Ini Tanggapan NasDem",0
3590,"Menjabat Hanya 5 Tahun, Apakah DPR Juga Mendapatkan Dana Pensiun Seperti PNS?",0
4622,"Survei SMRC Prabowo Kalah Dari Ganjar Pranowo, Gerindra: Naik Turun Itu Biasa",0
5164,Pernyataan Jokowi Soal Rambut Putih Disebut Beri Pengaruh Elektoral untuk Ganjar Pranowo,0
5407,Anies Baswedan Bicara Peluang Koalisi Nasdem dengan Demokrat dan PKS,0
3604,"Hasil Musra di Bandung, Nama Jokowi di Urutan Pertama Calon Presiden 2024",0
1464,"Koordinator BEM SI Soal Aksi 21 April, Peretasan, Ancaman dan Pesan Ibu",0
874,"56 Tahun Supersemar, Awal Peralihan Kekuasaan Presiden Sukarno ke Soeharto",0
2297,"Cak Imin Sebut Koalisi PKB-PKS Belum Pasti, Pengamat: Cuma Gimik",0
2643,Ketika Megawati Ungkit Lagi Wacana Amandemen UUD 1945 di Rakernas PDIP,0
3910,Koalisi Sipil Minta Presiden dan DPR Mengevaluasi KSAD Jenderal Dudung Abdurachman,0
5642,PKS Sebut Andika Perkasa Masuk Bahasan Tim Kecil sebagai Cawapres Anies Baswedan,0
1251,Lembaga Dana Bantuan Korban Muncul di RUU TPKS,0
3936,"Nilai Jokowi Tak Tegas soal Isu Cawapres, Pengamat: Tidak Berpihak pada Demokrasi",0
840,Jokowi Anggap Bambang Susantono - Dhony Kombinasi yang Baik untuk IKN,0
4591,"Hari Ini, Presiden Jokowi Dijadwalkan Mengunjungi IKN",0
581,6 Partai Politik Nonparlemen Bakal Gugat Aturan Presidential Threshold ke MK,0
204,DPR Minta Pemerintah Segera Bentuk Tim Sosialisasi IKN,0
3800,Menkumham Yasonna Laoly Belum Sahkan Kepengurusan Baru PPP,0
1641,Gerindra Klaim Sowan Prabowo ke Keluarga NU Bukan untuk Galang Dukungan Pilpres,0
2014,Jokowi Janji Pemerintah Segera Cairkan Anggaran Pemilu 2024,0
3253,Prabowo - Cak Imin Hadir Langsung Mendaftarkan Partainya untuk Pemilu 2024 ke KPU,0
6445,Megawati Cerita saat Bung Karno Sebut Kalangan NU Pejuang,0
905,"Gubernur Bengkulu Bawa Tanah dan Air ke IKN, Salah Satunya dari Rumah Bung Karno",0
631,Relawan Prabowo-Puan Pertanyakan Hasil Riset Peneliti BRIN Soal Mereka,0
4607,Dudung Abdurachman Ingatkan Prajurit TNI AD Jaga Netralitas di Pemilu 2024,0
4163,Kasal Yudo Margono Tegaskan Tak Ada Prajurit TNI yang Bisa Lolos Jika Langgar Hukum,0
1974,Kritik Keras Buya Syafii Maarif kepada Jokowi Soal Pemecatan 57 Pegawai KPK,0
162,"Media Israel Sebut Pejabat RI Berkunjung, Kemlu: Tak Ada Informasi Tersebut",0
4957,Rocky Gerung Sebut Anies Baswedan Perlu Mahar untuk Samakan Preferensi Cawapres,0
5471,Tempo Raih Dua Penghargaan Anugerah Dewan Pers 2022,0
5856,"Undang Sandiaga Uno di Silaturahmi Akbar, PPP Yogya: Kami Dorong untuk Maju Cawapres",0
4128,"Soal Peluang Jadi Cawapres  Prabowo atau Puan, Cak Imin: Nanti Kita Bicarakan Tuntas",0
617,"Isu Masa Jabatan Presiden Diperpanjang, Pakar: Tak Ada Alasan Tunda Pemilu 2024",0
875,"Survei Y-Publica: Elektabilitas PDIP Tinggi, PAN  dan PPP Terlempar dari DPR",0
1431,PPP Bakal Rampinas Lagi Putuskan Calon Presiden 2024,0
2973,Tito Karnavian: 3 Provinsi Baru Hasil Pemekaran Wilayah Papua Ikut Pemilu 2024,0
4504,"Minta Setiap Kader Raih 20 Ribu Suara di Pemilu 2024, Airlangga: Kalau Bisa, Presiden Urusan Gampang",0
547,DPRD Kota Bandung Batalkan Rencana Pengadaan 47 Ponsel Mewah,0
5037,"Soal Deklarasi Koalisi Perubahan, Demokrat: Awal Tahun Baik untuk Memulai Sesuatu",0
5926,"Makin Panas Penolakan Sistem Proporsional Tertutup, Apa Bedanya dengan Sistem Terbuka?",0
5487,"Aparat Represif saat Demo Tolak RKUHP, BEM Se-Unpad: Reformasi Polri Omong Kosong!",0
3614,Mendagri Diminta Tunjuk Pj Gubernur DKI Pengganti Anies Baswedan yang Netral dalam Politik,0
5102,Jubir Wapres Tepis Isu Jokowi - Ma'ruf Amin Renggang: Gorengan Itu Tak Benar,0
4001,Staf KSP Bela Mahfud Md dari Tudingan Natalius Pigai,0
3435,"Ada Protes Soal Kepres Jokowi tentang Pelanggaran HAM Berat, Mahfud Md: Ayo Kritik",0
1851,Ini Alasan Menantu Soekarwo Tinggalkan Demokrat dan Bergabung dengan Golkar,0
4125,Survei CSIS: Ganjar Pranowo Paling Disukai Pemilih Milenial sebagai Capres 2024,0
5317,"Kantor DPW NasDem Aceh Dilempari Telur Busuk dan Kaus Kaki, DPP: Nggak Perlu Ditanggapi",0
2856,"Peluang Berkoalisi dengan PKB dan Gerindra, PKS: Masih Panjang Ceritanya",0
1861,"SBY Mulai Turun Gunung, Bantu Partai Demokrat Hadapi Pemilu 2024",0
2659,Beda Respons Prabowo Usai Bertemu AHY dan Muhaimin,0
3384,"Soal Capres Koalisi Gerindra - PKB, Prabowo: Ojo Kesusu",0
5987,2 Presiden Indonesia yang Kerap Dilupakan: Sjafruddin Prawiranegara dan Mr Assaat,0
640,"Mayoritas Warga Diklaim Setuju Pemilu 2024 Ditunda, Ini Data Rujukan Muhaimin",0
4294,"Top Nasional: Anies Bertemu AHY, Tiga Personel Polisi Perintahkan Penembakan Gas Air Mata di Stadion Kanjuruhan",0
1009,"Inter-Parliamentary Union 2022, Puan Sebut Indonesia Punya Peran Strategis",0
3366,"Abu Bakar Ba'asyir Terima Bendera Merah Putih dari TNI, Ponpes Ngruki Gelar Upacara Kemerdekaan RI",0
6375,"Surya Paloh Bertemu Jokowi, Begini Panas-Dingin Hubungan Keduanya",0
637,Istana Benarkan Paman Jokowi Miyono Meninggal,0
3331,"Kasus Paspampres Pukul Sopir Truk, Moeldoko: Perlu Penguatan Displin Prajurit",0
5329,Gaji dan Tunjangan Paspampres dari Pangkat Tamtama sampai Perwira Tinggi,0
3653,"Survei SMRC: Menjelang 2024 Elektabilitas PKB, PKS, NasDem Lebih Baik daripada 2019",0
6171,Yasonna Laoly Cs Konsultasi ke Dewan Pers soal Pemberitaan HUT Ke-50 PDIP,0
2308,"Jokowi Panggil Zulkifli Hasan saat Isu Reshuffle, Sekjen PAN: Saya Tebak, Mendag",0
4526,"Jokowi Minta Parpol Tak Sembrono Pilih Capres, Airlangga: Kami Pilih yang Tepat",0
3145,Istana Bakal Pamerkan 7 Mobil Kepresidenan di Sarinah,0
6275,"Usulan Masa Jabatan Kades Diperpanjang 9 Tahun, Mendagri: Kami Kaji Dulu Positif dan Negatifnya",0
2096,"Relawan Ganjar Pranowo Deklarasi di Jepara, Polisi: 448 Aparat Disiagakan",0
2003,Pakar Prediksi PDIP Tak Bakal Gabung di Koalisi Indonesia Bersatu,0
1956,Haedar Nashir Batalkan Acara Demi Dampingi Buya Syafii Maarif Sebelum Wafat,0
1372,Hasyim Asy'ari Resmi Jadi Ketua KPU 2022-2027,0
6028,"Pemilu 2024, KMHDI Ajak Masyarakat Antisipasi Politisasi Agama",0
921,LGP Ragukan Data Luhut Binsar Pandjaitan Soal Penundaan Pemilu 2024,0
5961,Megawati soal Anak Buah yang Langgar Aturan Partai: Tinggal Teken,0
546,Siang Ini Jokowi Lantik Gubernur Baru Lemhanas,0
1449,"Kemenlu Tetap Undang Rusia di KTT G20, Meski Amerika Ancam Absen",0
2804,"35 Partai Sudah Miliki Akun Sipol KPU Per 1 Juli, Ada Partai Mahasiswa",0
2610,Propam Periksa Polisi Pemilik Senjata yang Tewaskan Putra Buya Arrazy Hasyim,0
1900,"PKB Siap Gabung Koalisi Indonesia Bersatu, Muhaimin: Asal Capresnya Saya",0
2757,"Begini Jokowi ke Ukraina dan Rusia Dikawal 39 Paspampres, Kopassus hingga Kopaskhas",0
2028,"Bertemu Prabowo, Surya Paloh: Gerindra dan NasDem Terjadi Kesepakatan",0
5296,"Profil Ferry Mursyidan Baldan, Mantan Menteri Agraria yang Meninggal Dunia Siang Ini",0
2301,Prabowo Subianto Temui PM Singapura Bahas Konflik di Laut Cina Selatan,0
1885,Mahfud Md Anggap Wajar Ada yang Menolak Pemekaran Wilayah Papua,0
6478,"Suami Yenny Wahid, Dhohir Farisi, Langsung Dapat Jabatan Mentereng di PSI, Ini Kata Grace Natalie",0
1642,"Safari Ganjar setelah Lebaran, dari Karanganyar hingga Makassar",0
972,Airlangga Bantah Pertemuannya dengan Surya Paloh Bahas Anies Baswedan,0
6272,"Persatuan Perangkat Desa Indonesia Bawa Tiga Tuntutan ke Senayan, Ini Tanggapan DPR",0
2097,Survei IPO: 60 Persen Tak Puas dengan Kinerja Pemerintah Jokowi,0
5662,"Jelang Pemilu, Ini Tiga Lembaga Survei dengan Nama Unik yang Diakui KPU",0
5764,Fadjroel Rachman Jelaskan 30 Tahun Hubungan Diplomatik Indonesia dan Kazakhstan,0
6301,"Mitra Koalisi Perubahan Gelar Pertemuan, Anies: Siap Bergerak Bersama",0
6485,Surya Paloh Bicara Kemungkinan Nasdem Gabung ke KIB,0
836,Pakar Sebut Isu Tunda Pemilu 2024 Muncul Karena Negara Dikuasai Koalisi,0
3471,"Lukisan Potret Wapres Ma'ruf Amin Laku Terjual Rp1,5 Miliar",0
601,Pakar: Kemesraan Anies-Ridwan Makan Bubur Tidak Cukup Jadi Modal Politik 2024,0
2184,Respons Eks Jubir HTI dan FPI Soal Deklarasi Anies Baswedan Capres 2024,0
6053,"Soal Penetapan Capres-Cawapres dengan Gerindra, PKB: Kalau Tidak Ada Kesepakatan, Nggak Jadi Nikah",0
2171,Gerindra Resmi Pecat M Taufik,0
5595,Relawan Yakini PDIP Usung Ganjar Pranowo Capres 2024,0
1582,Survei IPI soal Kinerja Penegak Hukum: Polri dan Kejaksaan Membaik,0
5543,Presiden Jokowi Perintahkan Yudo Margono Jaga TNI dari Politik Praktis,0
398,"Paripurna Dihadiri 23 Orang secara Fisik, DPR: Masuk Gelombang Ketiga Covid-19",0
2010,DPR Putuskan RUU Penanggulangan Bencana Dihentikan,0
1070,"Profil Anwar Usman Calon Adik Ipar Jokowi, Sebelum Ketua MK Pernah Jadi Aktor",0
1775,Survei Indikator: Kepuasan pada Jokowi Menurun dari 64 Persen Jadi 58 Persen,0
6271,"Soal Kemungkinan Ridwan Kamil Jadi Capres dari Golkar, Airlangga: Ada Mekanismenya",0
1283,Wiranto ke BEM soal Jokowi 3 Periode: Mengapa Meributkan yang Masih Wacana,0
6240,"Soal Calon Wapres Pendampingnya, Prabowo: Pada Saatnya Pasti Pengumuman",0
4753,"Anies Baswedan Ajak Relawan Bekerja Bersama NasDem, PKS Tak Khawatir Kehilangan Suara",0
6199,Prabowo dan Cak Imin Resmikan Sekber Gerindra - PKB Besok,0
1836,Peneliti CSIS Sebut Demokrasi Saat Ini Sedang Rentan dalam 24 Tahun Reformasi,0
5513,Rumah untuk Jokowi Usai 2024: Setara 1.500 Meter Persegi Tanah di DKI,0
1019,PDIP Anggap Usulan PKS Bentuk Pansus Hak Angket Minyak Goreng Berlebihan,0
3896,"Minta Maaf ke Panglima TNI dan KSAD soal TNI Gerombolan, Effendi Simbolon: Pak Dudung Belum Respons",0
970,"Kasus Covid-19 Menurun, Istana Kepresidenan Tetap Ketatkan Protokol Kesehatan",0
1326,"Isu Jokowi 3 Periode, Mahfud MD: Wacana Politik Tak Akan Dihambat",0
3944,Dudung Abdurachman Pastikan Tak Ada Lagi Pernyataan Liar Soal Effendi Simbolon,0
475,"Beredar Daftar Nama Terpilih Komisioner KPU - Bawaslu, Anggota DPR: Tidak Benar",0
2810,"Hampir Sepekan Lawatan ke Luar Negeri, Jokowi Pulang ke Tanah Air Pagi Ini",0
4884,Mengenal Filosofi dan Makna Logo Presidensi G20 Indonesia,0
1651,Menteri Tjahjo Kumolo Setujui Pemberlakuan WFH Bagi ASN Sepekan Setelah Mudik,0
6056,"Selain Yusril Ihza Mahendra, Berikut Sosok Lain yang Didukung Presiden Jokowi Maju Pilpres 2024",0
5564,"Sebelum Resmikan Bendungan Semantok, Jokowi Mampir ke Pasar Sukolilo Madiun Bagikan Kaus dan Sembako",0
2528,Partai Buruh akan Ajukan Judicial Review UU PPP ke Mahkamah Konstitusi,0
1206,"FPI Ikut Muhammadiyah, Mulai 1 Ramadan 1443 H Hari Ini",0
5332,"Bertemu Wali Nanggroe Aceh, Anies Baswedan Harap Masyarakat Rawat Perdamaian",0
182,"Harta Kekayaan 4 Calon Kepala Otorita IKN, Tumiyana Paling Tajir",0
1373,Moeldoko Respons Isu Tim Staf Presiden di Grup WA Penyebar Info Ade Armando,0
739,Pengamat Militer Bicara Dampak Perang Rusia - Ukraina ke Alutsista TNI,0
6477,"Surya Paloh Temui Airlangga, PPP Buka Peluang NasDem Gabung Koalisi Indonesia Bersatu",0
5006,"PDIP Sindir Pertemuan Anies-Gibran Ada Motif Tertentu, Demokrat: Pandangan yang Picik",0
5105,Puan Maharani Sebut Megawati Sudah Kantongi Nama Capres: Deklarasi Hanya Masalah Waktu,0
5765,Deretan 6 Partai Politik Lokal Aceh yang Lolos Pemilu 2024 dan Asal-usulnya,0
867,FITRA Desak Pemerintah dan DPR RI Segera Tetapkan Anggaran Pemilu 2024,0
2974,Kala Prabowo Bikin Kompetisi Bola U-16 Demi Kejar Piala Dunia,0
1140,Pemilu 2024: Ini Aturan Rinci Sistem dan Jenis Ambang Batas,0
997,"KPU dan Bawaslu Dilantik 3 Pekan Lagi, Hadar: Sangat Mepet Siapkan Pemilu",0
1337,"Kondisi Terkini Ade Armando, Luka Serius dan Muntah Darah",0
541,PPP Dianggap Ajukan Suharso Monoarfa Jadi Kepala Otorita IKN,0
1099,"Sayembara Desain IKN Tahap II, Pengamat Kritik Pemborosan APBN",0
1132,Pengamat: Pertemuan Surya Paloh dan AHY dapat Menciptakan Poros Alternatif,0
6326,"Kaesang Bakal Susul Gibran Masuk Politik, Pengamat Singgung Dinasti Politik hingga Aji Mumpung",0
5429,Komisi I DPR Sempat Kaget Pemberian Pangkat Letkol Tituler Deddy Corbuzier,0
2258,Gubernur Jatim Khofifah Indar Parawansa Melayat Eril,0
5259,Jokowi Minta Tak Ada Pihak yang Persulit Masuknya Investor ke Dalam Negeri,0
3390,"Pantun Bamsoet di Sidang Tahunan: Capres Tak Perlu Bimbang, Pesan Presiden Ojo Kesusu",0
4674,"Cak Imin Sebut Prabowo Capres 2024, Harap Kader PKB Jadi Menteri",0
2962,"Opsi Koalisi dengan NasDem dan Demokrat Belum Final, PKS Jalin Komunikasi dengan KIB",0
59,"Wali Kota Bekasi Jadi Tersangka, Ini Pesan Ridwan Kamil ke Kepala Daerah",0
3259,PKB-Gerindra Daftar ke KPU: Khataman Quran dan Jalan Kaki dari Masjid Sunda Kelapa,0
2206,Begini Tahapan Pemilu 2024: Dimulai 14 Juni 2022,0
1938,"Ucapkan Ijab Kabul Lancar, Ketua MK Anwar Usman Resmi Jadi Suami Idayati",0
4217,"Deklarasi Anies Baswedan Capres NasDem Dipercepat, Surya Paloh Bantah Ada Kaitan dengan Isu Soal KPK",0
4897,Kemendagri dan Polri Sinergi Terapkan Teknologi Pengenalan Wajah di KTT G20,0
6446,"Anak-Anak Presiden Main ke Politik dari Megawati, Tutut, Puan, AHY sampai Gibran",0
4448,"54 Tahun Kematian Usman dan Harun, Soeharto Minta Lee Kuan Yew Tabur Bunga di Makam Keduanya",0
2813,Cerita Puan soal Peran Bung Karno Menjembatani Bangsa-bangsa,0
6507,"PDIP Soal Rencana Kunjungan Surya Paloh: Kodenya untuk Apa? Kalau Capres, NasDem Kan Sudah Punya",0
5643,Survei Voxpol: Pemilih Anies Baswedan Cenderung Tak Puas dengan Kinerja Jokowi-Ma'ruf,0
4048,"Soal Dewan Kolonel PDIP, Hasto Kristiyanto: Tidak Sesuai dengan AD/ART Partai",0
1078,"Tak Masalah PAN Masuk Kabinet, Cak Imin: Asal Tak Ganggu PKB",0
4923,"Relawan Deklarasi Dukungan Capres 2024, Moeldoko: Saya Hormati Inisiatif Mereka",0
6110,"Partai Buruh Tarik Dukungan Pekerja dari Gerindra, Begini Tanggapan Ahmad Muzani",0
5549,Cak Imin Tegaskan Koalisi PKB-Gerindra Masih Solid,0
3799,PPP Tak Akan Desak Suharso Monoarfa Mundur dari Menteri Perencanaan Pembangunan Nasional,0
3586,Golkar Pastikan Puan Maharani dan Airlangga Hartarto Bertemu dalam Waktu Dekat,0
4640,"Pulang Terima Sanksi DPP PDIP, FX Hadi Rudyatmo Disambut Ratusan Kader",0
4247,Fadli Zon Sebut Gas Air Mata Kunci Tragedi Kanjuruhan,0
5862,Istana Soal Prabowo Temui Jokowi: Bahas Rapim Kementerian Pertahanan,0
2630,"PDIP Bebaskan Ganjar Pilih Jalan Politik, Ikut Partai atau Ambisi Pribadi",0
5214,"Pemerintah Usulkan Revisi UU IKN, PKS: Ini Menunjukkan UU IKN Cacat dan Terburu-buru",0
4945,Aksi Sigap Jokowi Saat Iriana Terpleset di Tangga Pesawat,0
4527,"Jokowi Minta Parpol Tak Sembrono Pilih Capres, Pengamat: Sindir NasDem dan Gerindra",0
940,Jokowi Senang Para Gubernur Bawa Air-Tanah ke IKN,0
1080,Hary Tanoe Tolak Wacana Jokowi 3 Periode: Kapan Perindo Masuk Parlemennya?,0
187,"Soal Bahasa Sunda, Arteria Dahlan Minta Maaf dan Janji Lebih Mawas Diri",0
1795,Tender Gorden DPR Puluhan Miliar Dibatalkan Setelah Dikritik Masyarakat,0
6381,"Isu Reshuffle Kabinet Besok, Jokowi Ungkap Pertimbangannya",0
2085,Mendagri Tak Bakal Setujui APBD Tanpa Ada Pembelian 40 Persen Produk Lokal,0
2249,PDIP Jelaskan 3 Pertimbangan Megawati Putuskan Capres,0
2452,Surya Paloh Sebut Sosok Peraih Suara Terbanyak Belum Tentu Jadi Capres NasDem,0
6382,"Tak Mau Ikut Campur di Pencapresan Anies, Jokowi: Jangan Dikit-Dikit Istana",0
2023,"1 Juni Hari Lahir Pancasila, Apa Beda dengan Hari Kesaktian Pancasila?",0
4507,Jokowi Pagi Ini Cek Proyek Smelter PT Timah di Bangka Belitung,0
1492,"Ingin ke Istana Merdeka, Demo Mahasiswa Tertahan Barikade Polisi",0
3813,"Soal Pengesahan Mardiono Jadi Plt Ketum PPP, Menkumham Yasonna: Itu SK Resmi",0
4999,"Pertemuan dengan Anies Baswedan Jadi Sorotan, Gibran Tepis Dirinya Dimanfaatkan",0
4421,"Sebut Ibu Kota Jabar Tetap Bandung, Ridwan Kamil: Pusat Pemerintahan Rencana Dipindah",0
226,Staf KSP Bilang Proyek IKN Tak Hambat Penanganan Pandemi Covid-19,0
1013,PDIP Gelar Wayang Orang Untuk Ingatkan Soal Penundaan Pemilu,0
2583,"Indonesia Pernah Punya Perdana Menteri, dari Sutan Sjahrir, Bung Hatta hingga Djuanda",0
1929,Aturan yang Melarang Prajurit TNI Duduki Penjabat Bupati Dianggap Kurang Tegas,0
4578,"AHY Diusulkan sebagai Cawapres Anies, Andi Arief:  Ada Daya Dorong untuk Menang",0
5850,NasDem Yakin Elektabilitas Anies Baswedan Kembali Naik Setelah Demokrat dan PKS Deklarasi Bersama,0
1404,"Politikus PDIP Klaim Dijebak Video Porno, Pakar: Tanda Tak Mau Mundur dari DPR",0
5656,PDIP Sebut Dua Menteri NasDem Kantongi Banyak Catatan dari Komisi IV DPR,0
2179,Sekjen PDIP Sebut Arahan Megawati kepada Ganjar agar Disiplin,0
697,Jokowi Ingatkan Harga-Harga Barang Bakal Naik: Hati-hati,0
1124,Survei IPO Bantah Klaim Luhut soal Mayoritas Warga Dukung Penundaan Pemilu,0
3282,Zulkifli Hasan Sebut KIB Akan Sambut Baik PSI Jika Ingin Bergabung,0
3895,"Minta Maaf soal TNI Gerombolan, Effendi Simbolon Sempat Singgung Dirinya juga Anak Tentara",0
1093,"Harlah PPP, Ini Harapan Ketum PBNU Yahya Cholil Staquf",0
4466,Koalisi Masyarakat Sipil Laporkan Komisi III DPR ke MKD soal Hakim Aswanto,0
3806,"HUT Partai Demokrat Digelar Sederhana, Andi Arief: Bentuk Simpati atas Mereka yang Tolak Kenaikan BBM",0
1778,PKB Anggap Pilpres 2024 Berpotensi Diikuti Tiga Pasangan Calon,0
4140,Sultan Ternate Hidayatullah Sjah Beri Gelar Jokowi sebagai Pangeran Bangsawan,0
2634,"Sambangi Rumah Prabowo Jumat Malam Ini, AHY: Mau Diskusi",0
3091,"Usai Kunjungi Xi Jinping, Jokowi Terbang ke Tokyo Temui PM Fumio Kishida",0
5548,"Safari Politik, Anies Baswedan: Kesempatan Mendengar Aspirasi Masyarakat",0
4898,Jokowi Serukan Pentingnya Inklusivitas di KTT ASEAN - Australia,0
3489,"Kilas Balik Pendirian PAN 24 Tahun Lalu: Reformasi 1998, Amien Rais dan Menggusur Orba",0
1656,Sejumlah Instansi Pemerintah Terapkan WFH bagi ASN Pasca-cuti Lebaran,0
1037,Top Nasional: Lamborghini Indra Kenz Bermasalah dan soal Mafia Minyak Goreng,0
5430,Menkumham Soal Revisi UU IKN: Kita Sudah Sesuai Aturan dan Ini Mendesak,0
2256,"Melayat Eril, Ganjar Pranowo Sampaikan Duka Cita",0
4342,Pengamat: Pencapresan Anies Baswedan oleh NasDem Jadi Magnet Politik,0
6452,"Banyak Kader PSI Hengkang, Grace Natalie: Anak Muda Suka Enggak Sabar",0
313,Wapres Ma'ruf Amin Bakal Hadiri Pengkukuhan Pengurus PBNU di Balikpapan,0
2649,"Diskusi Soal Papua Dibatalkan Polisi, Amnesty International Sebut Indonesia Krisis Kebebasan Berpendapat",0
2281,NasDem Ungkap Alasan Tak Undang Jokowi di Rakernas Tahun Ini,0
4235,Ridwan Kamil Mengaku Bangun Komunikasi Politik dengan Berbagai Tokoh,0
4657,"Dekat Pilpres 2024 Muncul Istilah Dewan Kolonel dan Dewan Kopral, Apa Bedanya dengan Dewan Jenderal?",0
2547,"Presiden Joko Widodo Ulang Tahun ke-61, Siapa yang Pertama Beri Nama Jokowi?",0
1416,Ancaman untuk Koordinator BEM SI: Pulang Sekarang atau Mau Pulang Nama,0
1036,"Setelah Komentari Minyak Goreng, Megawati Bicara Kader Harus Peka Masalah Rakyat",0
2159,Guyon Ganjar Pranowo Saat Bicara Pangan: Kadang Ada yang Makan Teman Juga,0
2984,Alasan BRIN Renovasi Ruang Kerja Dewan Pengarah Rp6 Miliar: Mereka Sudah Sepuh,0
3137,Jokowi Kisahkan Krisis Dunia ke Santri yang Hadir di Zikir Kebangsaan,0
5416,"Deddy Corbuzier Diberi Pangkat Letkol Tituler, Anggota DPR Sebut Kemhan dan TNI Harus Beri Penjelasan",0
1754,"Bangun Koalisi dengan PAN dan PPP, Golkar Ingin Airlangga Capresnya",0
4628,"Soal Cawapres, NasDem: Tidak Selamanya Kader Partai Lebih Baik daripada Non-partai",0
6284,Relawan Anies Baswedan Dukung Usul AHY untuk Bentuk Sekretariat Perubahan,0
3967,"Tanggapi Pernyataan SBY, Projo: Pilpres 2 Pasangan Calon Tetap Demokratis",0
1428,"Anggaran Belum Final, Perludem: Tahapan Pemilu 2024 Bisa Terganggu",0
4610,"Bakal Dukung Capres dengan Elektabilitas Tinggi, PPP Berharap Keterpilihan Partai Ikut Naik",0
2520,PKS Buka Peluang Berkoalisi dengan Partai Lain Pasca PKB - Gerindra Berkoalisi,0
5907,Sandiaga Uno Sebut Pemilu Pertamanya Coblos PPP,0
3937,"Peluang Jokowi Jadi Cawapres, Projo: Itu Wacana di Negara Demokrasi",0
873,Eks Panglima TNI Hadi Tjahjanto Didukung Jadi Cawapres di Pemilu 2024,0
5380,"Survei Kepuasan Pemerintahan Presiden Jokowi, Poltracking: Bidang Pendidikan dan Kesehatan Terbaik",0
4874,Membedah Sistem Demokrasi Terpimpin di Era Soekarno Gantikan Demokrasi Liberal,0
1506,"Dirjen Perdagangan Luar Negeri Jadi Tersangka, DPR Panggil Menteri Perdagangan",0
6116,"Ridwan Kamil Didapuk Jadi Co-Chair Bappilu Golkar, Siap Narasikan Airlangga Hartarto Capres 2024",0
1923,DPR: Revisi Undang-Undang Lalu Lintas Akan Berikan Jaminan ke Pengemudi Ojol,0
448,"Tugas, Wewenang, dan Pengangkatan Ketua Fraksi Partai di DPR",0
4093,Tomy Winata Ikut Dampingi Jokowi Lepas Bantuan Banjir Pakistan,0
1284,"Temui Mahasiswa Jelang Demo Jokowi 3 Periode, Wiranto: Ketimbang Panas-panasan",0
6487,Jokowi Bakal Resmikan Bendungan dan Keliling Sejumlah Pasar di Bali Hari Ini,0
2176,Presiden Jokowi Dipastikan Segera Bertemu Megawati Soekarnoputri,0
3655,Partai Demokrat Ungkap  Skenario Penjegalan Anies Baswedan sebagai Capres,0
3727,"Tolak Kenaikan Harga BBM, Mahasiswa Bakar Ban di Depan Kantor Ganjar",0
3257,"Relawan Yakin Capres Pilihan Jokowi Tak Jauh dari Prabowo, Ganjar, dan Anies",0
361,Cerita Aktivis soal Reaksi Jokowi Saat Diminta Tutup Toba Pulp Lestari,0
2183,Ini Alasan Projo NTB Dukung AHY Jadi Capres 2024,0
1134,DPR Kecewa IDI Tidak Menghadiri Rapat Membahas Pemecatan Terawan,0
5246,"Diminta Politikus PDIP Tinggalkan Relawan, Jokowi: Hehe, Terima Kasih",0
3199,"Khofifah Klaim Realisasi Pendapatan Pemprov Jawa Timur Sudah Sentuh 59,46 Persen",0
